Data,Round,Civility,Player1 (Player1 / Player2),Player2 (Player3 / Player4),Sets,Tournment,Clay,1st SERVE % P1,1st SERVE % P2,1st SERVE POINTS WON P1,1st SERVE POINTS WON P2,2nd SERVE POINTS WON P1,2nd SERVE POINTS WON P2,BREAK POINTS WON P1,BREAK POINTS WON P2,TOTAL RETURN POINTS WON P1,TOTAL RETURN POINTS WON P2,TOTAL POINTS WON P1,TOTAL POINTS WON P2,DOUBLE FAULTS P1,DOUBLE FAULTS P2,ACES P1,ACES P2,Country P1,Birthday P1,Height P1,Weight P1,Profi since P1,Play P1,Ranking's position P1,Points P1,Prize money P1,Country P2,Birthday P2,Height P2,Weight P2,Profi since P2,Play P2,Ranking's position P2,Points P2,Prize money P2,Country P3,Birthday P3,Height P3,Weight P3,Profi since P3,Play P3,Ranking's position P3,Points P3,Prize money P3,Country P4,Birthday P4,Height P4,Weight P4,Profi since P4,Play P4,Ranking's position P4,Points P4,Prize money P4
03.06.15,2nd round,female,Tara Moore,Kristyna Pliskova,"6-1, 6-2",Eastbourne,Grass,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"06.08.92, 22 years",-,-,-,-,401,79,-,Czech Republic,"21.03.92, 23 years",-,-,-,-,113,519,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Serena Williams,Andrea Hlavackova,"6-2, 6-3",Paris,Clay,34/54 (63%),29/44 (66%),27/34 (79%),15/29 (52%),10/20 (50%),4/15 (27%),4/4 (100%),1/3 (33%),25/44 (57%),17/54 (31%),62/98 (63%),36/98 (37%),5,2,5,4,USA,"26.09.81, 33 years",175 cm,61 kg,1995,Right-handed,1,9361,63.500.779 $,Czech Republic,"10.08.86, 28 years",-,-,-,-,190,275,2.753.647 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
26.05.15,1st round,female,Danka Kovinic,Klara Koukalova,"6-3, 7-64",Paris,Clay,40/67 (60%),42/72 (58%),30/40 (75%),29/42 (69%),20/27 (74%),16/30 (53%),2/7 (29%),1/4 (25%),27/72 (38%),17/67 (25%),77/139 (55%),62/139 (45%),0,3,6,0,0,"18.11.94, 20 years",-,-,-,-,89,661,-,Czech Republic,"24.02.82, 33 years",166 cm,50 kg,1999,Right-handed,77,725,3.674.547 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,2nd round,female,Anett Kontaveit,Georgina Garcia-Perez,"6-3, 6-2",Eastbourne,Grass,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Estonia,"24.12.95, 19 years",-,-,-,-,185,280,-,Spain,"13.05.92, 23 years",-,-,-,-,473,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
27.05.15,2nd round,female,Carla Suarez Navarro,Virginie Razzano,"6-3, 1-0 retired Virginie Razzano",Paris,Clay,20/29 (69%),23/30 (77%),14/20 (70%),10/23 (43%),5/9 (56%),3/7 (43%),3/8 (38%),1/1 (100%),17/30 (57%),10/29 (34%),36/59 (61%),23/59 (39%),0,1,,,Spain,"03.09.88, 26 years",-,-,-,-,8,3645,4.253.228 $,France,"12.05.83, 32 years",173 cm,64 kg,1999,Right-handed,182,283,3.184.685 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,female,Erika Sema,Natasha Palha,"6-2, 6-4",Bangkok,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"24.11.88, 26 years",-,-,-,-,358,95,-,India,"17.01.94, 21 years",-,-,-,-,587,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Shiho Akita/Yuuki Tanaka,Jazzamay Drew/Nina Stadler,"7-62, 4-6, 12-10",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"18.01.90, 25 years",-,-,-,-,-,-,-,Japan,"07.03.90, 25 years",-,-,-,-,-,-,-,United Kingdom,"19.07.94, 20 years",-,-,-,-,-,-,-,Switzerland,"11.10.95, 19 years",-,-,-,-,-,-,-
01.01.70,1st round,female,Charlotte Pearce,Ksenia Gaydarzhi,"6-2, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"11.03.94, 21 years",-,-,-,-,-,-,-,Russia,"08.02.95, 20 years",-,-,-,-,658,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,qual.,female,Darya Chernetsova,Katarina Stresnakova,"3-6, 7-5, 6-4",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Belarus,"13.11.94, 20 years",-,-,-,-,-,-,-,Slovakia,"29.06.97, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,qual.,female,Amelie Intert,Marcelina Podlinska,"6-1, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Germany,"30.06.96, 18 years",-,-,-,-,-,-,-,Poland,"27.05.99, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Sri Peddi Reddy,Darya Chernetsova,"6-1, 6-3",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,India,"04.10.95, 19 years",-,-,-,-,692,25,-,Belarus,"13.11.94, 20 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,female,Shiho Akita,Camilla Rosatello,"6-3, 3-6, 6-2",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"18.01.90, 25 years",-,-,-,-,879,13,-,Italy,"28.05.95, 20 years",-,-,-,-,796,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/2,female,Aleksandrina Naydenova,Eden Silva,"6-3, 6-2",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bulgaria,"29.02.92, 23 years",-,-,-,-,294,137,-,United Kingdom,"14.03.96, 19 years",-,-,-,-,738,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,female,Aleksandrina Naydenova,Simona Heinova,"6-2, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bulgaria,"29.02.92, 23 years",-,-,-,-,294,137,-,Czech Republic,"28.05.97, 18 years",-,-,-,-,848,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Caroline Rohde-Moe,Sadafmoh Tolibova,"6-4, 6-4",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Norway,"10.04.92, 23 years",-,-,-,-,785,18,-,Belarus,"16.06.96, 18 years",-,-,-,-,650,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,q 1,female,Zuzanna Wilk,Dominika Paczena,"7-5, 6-0",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Poland,"31.10.99, 15 years",-,-,-,-,-,-,-,Poland,"17.07.99, 15 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/2,female,Kajsa Rinaldo Persson/Caroline Rohde-Moe,Ksenia Gaydarzhi/Amelie Intert,"6-4, 3-6, 10-8",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sweden,"11.11.97, 17 years",-,-,-,-,-,-,-,Norway,"10.04.92, 23 years",-,-,-,-,-,-,-,Russia,"08.02.95, 20 years",-,-,-,-,-,-,-,Germany,"30.06.96, 18 years",-,-,-,-,-,-,-
01.01.70,1/4,female,Ksenia Gaydarzhi/Amelie Intert,Marcelina Podlinska/Zuzanna Wilk,"7-5, 4-6, 10-7",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"08.02.95, 20 years",-,-,-,-,-,-,-,Germany,"30.06.96, 18 years",-,-,-,-,-,-,-,Poland,"27.05.99, 16 years",-,-,-,-,-,-,-,Poland,"31.10.99, 15 years",-,-,-,-,-,-,-
01.01.70,1/2,female,Pia Konig,Despina Papamichail,"3-6, 7-64, 6-3",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Austria,"14.05.93, 22 years",-,-,-,-,339,105,-,Greece,"09.02.93, 22 years",-,-,-,-,379,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/4,female,Eden Silva,Shiho Akita,"3-6, 6-3, 6-2",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"14.03.96, 19 years",-,-,-,-,738,21,-,Japan,"18.01.90, 25 years",-,-,-,-,879,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,qual.,female,Zuzanna Wilk,Arantxa Andrady,"6-4, 6-4",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Poland,"31.10.99, 15 years",-,-,-,-,-,-,-,India,"26.05.91, 24 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/4,female,Despina Papamichail,Britt Geukens,"0-6, 6-3, 7-65",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Greece,"09.02.93, 22 years",-,-,-,-,379,89,-,Belgium,"23.02.96, 19 years",-,-,-,-,769,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/4,female,Pia Konig,Yuuki Tanaka,"6-1, 6-2",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Austria,"14.05.93, 22 years",-,-,-,-,339,105,-,Japan,"07.03.90, 25 years",-,-,-,-,448,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,female,Despina Papamichail,Caroline Rohde-Moe,"6-2, 4-6, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Greece,"09.02.93, 22 years",-,-,-,-,379,89,-,Norway,"10.04.92, 23 years",-,-,-,-,785,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,qual.,female,Charlotte Pearce,Ushna Suhail,"6-3, 6-4",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"11.03.94, 21 years",-,-,-,-,-,-,-,Pakistan,"26.06.93, 21 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/4,female,Aleksandrina Naydenova,Katharina Lehnert,"6-4, 7-5",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bulgaria,"29.02.92, 23 years",-,-,-,-,294,137,-,Philippines,"18.02.94, 21 years",-,-,-,-,592,35,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Pia Konig,Jazzamay Drew,"6-3, 6-0",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Austria,"14.05.93, 22 years",-,-,-,-,339,105,-,United Kingdom,"19.07.94, 20 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,fin,female,Shiho Akita/Yuuki Tanaka,Kajsa Rinaldo Persson/Caroline Rohde-Moe,"6-2, 7-63",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"18.01.90, 25 years",-,-,-,-,-,-,-,Japan,"07.03.90, 25 years",-,-,-,-,-,-,-,Sweden,"11.11.97, 17 years",-,-,-,-,-,-,-,Norway,"10.04.92, 23 years",-,-,-,-,-,-,-
01.01.70,1st round,female,Eden Silva,Arantxa Andrady,"6-1, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"14.03.96, 19 years",-,-,-,-,738,21,-,India,"26.05.91, 24 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/4,female,Kajsa Rinaldo Persson/Caroline Rohde-Moe,Valeriya Denisenko/Aleksandrina Naydenova,"7-63, 4-6, 10-8",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sweden,"11.11.97, 17 years",-,-,-,-,-,-,-,Norway,"10.04.92, 23 years",-,-,-,-,-,-,-,Russia,"22.06.99, 15 years",-,-,-,-,-,-,-,Bulgaria,"29.02.92, 23 years",-,-,-,-,-,-,-
01.01.70,1st round,female,Valeriya Denisenko/Aleksandrina Naydenova,Ola Abou Zekry/Eden Silva,"7-5, 3-6, 10-7",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"22.06.99, 15 years",-,-,-,-,-,-,-,Bulgaria,"29.02.92, 23 years",-,-,-,-,-,-,-,Egypt,"20.06.87, 27 years",-,-,-,-,-,-,-,United Kingdom,"14.03.96, 19 years",-,-,-,-,-,-,-
01.01.70,1st round,female,Barbara Haas/Pia Konig,Diana Shevchenko/Veronika Stotyka,"6-1, 6-0",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Austria,"19.03.96, 19 years",-,-,-,-,-,-,-,Austria,"14.05.93, 22 years",-,-,-,-,-,-,-,Russia,"02.02.95, 20 years",-,-,-,-,-,-,-,Ukraine,"31.10.95, 19 years",-,-,-,-,-,-,-
01.01.70,1/4,female,Shiho Akita/Yuuki Tanaka,Despina Papamichail/Camilla Rosatello,"7-5, 6-4",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"18.01.90, 25 years",-,-,-,-,-,-,-,Japan,"07.03.90, 25 years",-,-,-,-,-,-,-,Greece,"09.02.93, 22 years",-,-,-,-,-,-,-,Italy,"28.05.95, 20 years",-,-,-,-,-,-,-
01.01.70,qual.,female,Nina Stadler,Veronika Stotyka,"3-6, 6-0, 6-4",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Switzerland,"11.10.95, 19 years",-,-,-,-,876,13,-,Ukraine,"31.10.95, 19 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Kajsa Rinaldo Persson/Caroline Rohde-Moe,Arantxa Andrady/Emma Flood,"7-5, 4-6, 10-8",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sweden,"11.11.97, 17 years",-,-,-,-,-,-,-,Norway,"10.04.92, 23 years",-,-,-,-,-,-,-,India,"26.05.91, 24 years",-,-,-,-,-,-,-,Norway,"13.10.90, 24 years",-,-,-,-,-,-,-
01.01.70,qual.,female,Sadafmoh Tolibova,Diana Shevchenko,"6-0, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Belarus,"16.06.96, 18 years",-,-,-,-,650,30,-,Russia,"02.02.95, 20 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/4,female,Danielle Konotoptseva/Midori Yamamoto,Barbara Haas/Pia Konig,Barbara Haas/Pia Konig - walk over,Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"05.01.95, 20 years",-,-,-,-,-,-,-,Japan,"20.01.93, 22 years",-,-,-,-,-,-,-,Austria,"19.03.96, 19 years",-,-,-,-,-,-,-,Austria,"14.05.93, 22 years",-,-,-,-,-,-,-
01.01.70,1st round,female,Despina Papamichail/Camilla Rosatello,Ushna Suhail/Dhruthi Tatachar Venugopal,"3-6, 6-4, 10-8",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Greece,"09.02.93, 22 years",-,-,-,-,-,-,-,Italy,"28.05.95, 20 years",-,-,-,-,-,-,-,Pakistan,"26.06.93, 21 years",-,-,-,-,-,-,-,India,"09.01.97, 18 years",-,-,-,-,-,-,-
01.01.70,1st round,female,Aleksandrina Naydenova,Danielle Konotoptseva,"6-1, 6-3",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Bulgaria,"29.02.92, 23 years",-,-,-,-,294,137,-,United Kingdom,"05.01.95, 20 years",-,-,-,-,876,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,female,Pia Konig,Dhruthi Tatachar Venugopal,"6-0, 6-2",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Austria,"14.05.93, 22 years",-,-,-,-,339,105,-,India,"09.01.97, 18 years",-,-,-,-,662,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,qual.,female,Jazzamay Drew,Hessah Saleh,"6-0, 6-0",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"19.07.94, 20 years",-,-,-,-,-,-,-,Kuwait,"25.01.85, 30 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Yuuki Tanaka,Amelie Intert,"6-0, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"07.03.90, 25 years",-,-,-,-,448,64,-,Germany,"30.06.96, 18 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Ksenia Gaydarzhi/Amelie Intert,Darya Chernetsova/Britt Geukens,"6-0, 7-64",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"08.02.95, 20 years",-,-,-,-,-,-,-,Germany,"30.06.96, 18 years",-,-,-,-,-,-,-,Belarus,"13.11.94, 20 years",-,-,-,-,-,-,-,Belgium,"23.02.96, 19 years",-,-,-,-,-,-,-
01.01.70,1st round,female,Katharina Lehnert,Ola Abou Zekry,"6-4, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Philippines,"18.02.94, 21 years",-,-,-,-,592,35,-,Egypt,"20.06.87, 27 years",-,-,-,-,460,61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Dhruthi Tatachar Venugopal,Zuzanna Wilk,"6-4, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,India,"09.01.97, 18 years",-,-,-,-,662,29,-,Poland,"31.10.99, 15 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Britt Geukens,India Maggen,"6-0, 5-7, 6-3",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Belgium,"23.02.96, 19 years",-,-,-,-,769,19,-,Belgium,"24.09.93, 21 years",-,-,-,-,860,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,2nd round,female,Yuuki Tanaka,Sri Peddi Reddy,"6-2, 6-3",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"07.03.90, 25 years",-,-,-,-,448,64,-,India,"04.10.95, 19 years",-,-,-,-,692,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1/2,female,Shiho Akita/Yuuki Tanaka,Danielle Konotoptseva/Midori Yamamoto,"6-4, 6-1",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Japan,"18.01.90, 25 years",-,-,-,-,-,-,-,Japan,"07.03.90, 25 years",-,-,-,-,-,-,-,United Kingdom,"05.01.95, 20 years",-,-,-,-,-,-,-,Japan,"20.01.93, 22 years",-,-,-,-,-,-,-
01.01.70,1st round,female,Simona Heinova,Ekaterina Korzhova,2-1 retired Ekaterina Korzhova,Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Czech Republic,"28.05.97, 18 years",-,-,-,-,848,14,-,Russia,"01.04.99, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,female,Barbora Stefkova,Polina Merenkova,"6-3, 7-5",Andijan,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Czech Republic,"04.04.95, 20 years",-,-,-,-,330,109,-,Uzbekistan,"11.11.95, 19 years",-,-,-,-,809,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,qual.,female,Dorien Cuypers,Natalia Zorgovska,"6-3, 6-0",Bol,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Belgium,"16.07.97, 17 years",-,-,-,-,-,-,-,Slovakia,"13.09.96, 18 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,male,Hiroyasu Ehara,David Perez Sanz,"0-6, 6-2, 6-2",Gimcheon Challenger,Hard,56/76 (74%),30/63 (48%),32/56 (57%),18/30 (60%),5/20 (25%),13/33 (39%),6/13 (46%),5/8 (63%),32/63 (51%),39/76 (51%),69/139 (50%),70/139 (50%),5,4,1,2,Japan,"18.07.91, 23 years",-,-,-,-,490,73,34.797 $,Spain,"15.05.94, 21 years",-,-,-,-,303,154,42.090 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,female,Veronika Kudermetova,Arina Folts,"6-3, 6-4",Andijan,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Russia,"24.04.97, 18 years",-,-,-,-,338,105,-,Uzbekistan,"01.01.97, 18 years",-,-,-,-,681,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,1st round,female,Nigina Abduraimova,Shakhnoza Khatamova,"6-0, 6-2",Andijan,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Uzbekistan,"07.07.94, 20 years",-,-,-,-,180,290,-,Uzbekistan,"06.12.99, 15 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30.05.15,3rd round,female,Julia Goerges,Irina Falconi,"6-4, 6-1",Paris,Clay,34/56 (61%),30/57 (53%),22/34 (65%),14/30 (47%),12/22 (55%),10/27 (37%),6/11 (55%),3/6 (50%),33/57 (58%),22/56 (39%),67/113 (59%),46/113 (41%),2,4,3,0,Germany,"02.11.88, 26 years",178 cm,66 kg,-,Right-handed,72,792,3.403.056 $,USA,"04.05.90, 25 years",-,-,-,-,85,685,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Christina Shakovets,Gabriela Pantuckova,"6-3, 3-6, 6-1",Bol,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Germany,"29.04.94, 21 years",-,-,-,-,738,21,-,Czech Republic,"10.02.95, 20 years",-,-,-,-,378,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Patricia Maria Tig,Ana Bogdan,"6-4, 6-1",Paris,Clay,44/60 (73%),48/59 (81%),26/44 (59%),20/48 (42%),8/16 (50%),5/11 (45%),6/10 (60%),3/9 (33%),34/59 (58%),26/60 (43%),68/119 (57%),51/119 (43%),,,0,1,Romania,"27.07.94, 20 years",-,-,-,-,176,296,-,Romania,"25.11.92, 22 years",-,-,-,-,178,292,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
03.06.15,1st round,male,Tom Kocevar-Desman,Matteo Herrmann-Zunic,1-0 retired Matteo Herrmann-Zunic,Bosnia &,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Slovenia,"10.07.90, 24 years",-,-,-,-,507,68,22.946 $,Germany,"29.12.98, 16 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20.05.15,q 1,female,Tereza Mrdeza,Kimiko Date-Krumm,"6-4, 6-3",Paris,Clay,52/65 (80%),46/68 (68%),30/52 (58%),23/46 (50%),7/13 (54%),10/22 (45%),5/12 (42%),2/5 (40%),35/68 (51%),28/65 (43%),72/133 (54%),61/133 (46%),1,1,,,Croatia,"14.11.90, 24 years",-,-,-,-,188,278,-,Japan,"28.09.70, 44 years",-,-,-,-,150,353,3.840.983 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22.05.15,qual.,female,Lourdes Dominguez-Lino,Shahar Peer,"6-2, 6-2",Paris,Clay,40/60 (67%),28/51 (55%),29/40 (73%),14/28 (50%),12/20 (60%),12/23 (52%),4/7 (57%),0/6 (0%),25/51 (49%),19/60 (32%),66/111 (59%),45/111 (41%),1,1,1,0,Spain,"31.03.81, 34 years",163 cm,60 kg,-,Right-handed,114,509,2.136.453 $,Izrael,"01.05.87, 28 years",170 cm,60 kg,2004,Right-handed,119,472,5.011.630 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.01.70,1st round,female,Danielle Konotoptseva/Midori Yamamoto,Katharina Lehnert/Charlotte Pearce,"3-6, 6-2, 10-7",Sharm El,Hard,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,United Kingdom,"05.01.95, 20 years",-,-,-,-,-,-,-,Japan,"20.01.93, 22 years",-,-,-,-,-,-,-,Philippines,"18.02.94, 21 years",-,-,-,-,-,-,-,United Kingdom,"11.03.94, 21 years",-,-,-,-,-,-,-
25.05.15,1st round,female,Ajla Tomljanovic,Casey Dellacqua,"6-2, 6-2",Paris,Clay,27/42 (64%),38/65 (58%),19/27 (70%),18/38 (47%),7/15 (47%),10/27 (37%),6/13 (46%),2/3 (67%),37/65 (57%),16/42 (38%),63/107 (59%),44/107 (41%),4,2,2,0,Croatia,"07.05.93, 22 years",-,-,-,-,58,925,-,Australia,"11.02.85, 30 years",-,-,-,-,48,1077,2.863.303 $,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
01.06.15,2nd round,female,Jil Belen Teichmann,Elena Gabriela Ruse,"6-1, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Switzerland,"15.07.97, 17 years",-,-,-,-,524,45,-,Romania,"06.11.97, 17 years",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,2nd round,female,Katerina Stewart,Priscilla Hon,"6-4, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,USA,"17.07.97, 17 years",-,-,-,-,162,324,-,Australia,"10.05.98, 17 years",-,-,-,-,510,47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
02.06.15,2nd round,female,Katharina Hobgarski,Tamara Zidansek,"6-1, 6-2",French Open,Clay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Germany,"18.06.97, 17 years",-,-,-,-,588,35,-,Slovenia,"26.12.97, 17 years",-,-,-,-,606,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
